,popul,TVnews,selfLR,ClinLR,DoleLR,PID,age,educ,income,vote,logpopul
0,0.0,7.0,7.0,1.0,6.0,6.0,36.0,3.0,1.0,1.0,-2.3025850929940455
1,190.0,1.0,3.0,3.0,5.0,1.0,20.0,4.0,1.0,0.0,5.247550249494384
2,31.0,7.0,2.0,2.0,6.0,1.0,24.0,6.0,1.0,0.0,3.4372078191851885
3,83.0,4.0,3.0,4.0,5.0,1.0,28.0,6.0,1.0,0.0,4.420044701861403
4,640.0,7.0,5.0,6.0,4.0,0.0,68.0,6.0,1.0,0.0,6.461624414147958
5,110.0,3.0,3.0,4.0,6.0,1.0,21.0,4.0,1.0,0.0,4.701389043728634
6,100.0,7.0,5.0,6.0,4.0,1.0,77.0,4.0,1.0,0.0,4.6061696863211745
7,31.0,1.0,5.0,4.0,5.0,4.0,21.0,4.0,1.0,0.0,3.4372078191851885
8,180.0,7.0,4.0,6.0,3.0,3.0,31.0,4.0,1.0,0.0,5.19351225218191
9,2800.0,0.0,3.0,3.0,7.0,0.0,39.0,3.0,1.0,0.0,7.937410409811269
10,1600.0,0.0,3.0,2.0,4.0,4.0,26.0,2.0,1.0,0.0,7.377821406274829
11,330.0,5.0,4.0,3.0,6.0,1.0,31.0,4.0,1.0,0.0,5.799395638859147
12,190.0,2.0,5.0,4.0,6.0,5.0,22.0,4.0,1.0,1.0,5.247550249494384
13,100.0,7.0,4.0,4.0,6.0,0.0,42.0,5.0,1.0,0.0,4.6061696863211745
14,1000.0,7.0,5.0,7.0,4.0,0.0,74.0,1.0,1.0,0.0,6.90785527398247
15,0.0,7.0,6.0,7.0,5.0,0.0,62.0,3.0,1.0,0.0,-2.3025850929940455
16,130.0,7.0,4.0,4.0,5.0,1.0,58.0,3.0,1.0,0.0,4.86830338551846
17,5.0,5.0,3.0,3.0,6.0,1.0,24.0,6.0,1.0,0.0,1.62924053973028
18,33.0,7.0,6.0,2.0,6.0,5.0,51.0,4.0,1.0,1.0,3.4995332823830174
19,19.0,2.0,2.0,1.0,4.0,0.0,36.0,3.0,2.0,0.0,2.9496883350525844
20,74.0,7.0,4.0,4.0,7.0,2.0,88.0,2.0,2.0,0.0,4.3054155323020415
21,190.0,0.0,2.0,4.0,6.0,2.0,20.0,4.0,2.0,0.0,5.247550249494384
22,12.0,3.0,4.0,6.0,3.0,2.0,27.0,3.0,2.0,0.0,2.4932054526026954
23,0.0,7.0,6.0,1.0,6.0,6.0,44.0,4.0,2.0,1.0,-2.3025850929940455
24,19.0,0.0,4.0,2.0,2.0,1.0,45.0,3.0,2.0,0.0,2.9496883350525844
25,0.0,2.0,4.0,3.0,6.0,1.0,21.0,4.0,2.0,0.0,-2.3025850929940455
26,390.0,5.0,3.0,4.0,7.0,1.0,40.0,5.0,2.0,0.0,5.966403116512611
27,40.0,7.0,4.0,3.0,4.0,0.0,40.0,6.0,2.0,0.0,3.6913763343125234
28,3.0,3.0,5.0,5.0,4.0,1.0,48.0,3.0,2.0,0.0,1.1314021114911006
29,450.0,3.0,4.0,7.0,1.0,0.0,34.0,3.0,2.0,0.0,6.109469780298887
30,350.0,0.0,3.0,4.0,7.0,2.0,26.0,2.0,2.0,0.0,5.85821882796062
31,64.0,3.0,4.0,4.0,2.0,1.0,60.0,2.0,3.0,0.0,4.160444363926624
32,3.0,0.0,4.0,4.0,3.0,0.0,32.0,3.0,3.0,0.0,1.1314021114911006
33,0.0,1.0,4.0,3.0,7.0,1.0,31.0,3.0,3.0,0.0,-2.3025850929940455
34,640.0,7.0,7.0,5.0,7.0,4.0,33.0,3.0,3.0,1.0,6.461624414147958
35,0.0,7.0,3.0,4.0,6.0,0.0,57.0,3.0,3.0,0.0,-2.3025850929940455
36,12.0,7.0,4.0,3.0,6.0,1.0,84.0,3.0,3.0,0.0,2.4932054526026954
37,62.0,6.0,7.0,2.0,7.0,5.0,75.0,3.0,3.0,1.0,4.128745988939433
38,31.0,2.0,7.0,2.0,6.0,6.0,19.0,4.0,3.0,1.0,3.4372078191851885
39,0.0,1.0,3.0,2.0,6.0,1.0,47.0,6.0,3.0,0.0,-2.3025850929940455
40,180.0,6.0,5.0,5.0,5.0,0.0,51.0,2.0,3.0,0.0,5.19351225218191
41,640.0,3.0,6.0,4.0,4.0,5.0,40.0,3.0,3.0,0.0,6.461624414147958
42,110.0,0.0,2.0,3.0,6.0,1.0,22.0,6.0,3.0,0.0,4.701389043728634
43,100.0,1.0,7.0,7.0,5.0,6.0,35.0,2.0,3.0,0.0,4.6061696863211745
44,100.0,7.0,4.0,4.0,7.0,2.0,43.0,5.0,3.0,0.0,4.6061696863211745
45,11.0,3.0,6.0,6.0,3.0,2.0,76.0,6.0,3.0,0.0,2.4069451083182885
46,0.0,7.0,4.0,3.0,1.0,6.0,45.0,3.0,3.0,1.0,-2.3025850929940455
47,4.0,7.0,4.0,6.0,6.0,0.0,88.0,2.0,3.0,0.0,1.410986973710262
48,35.0,6.0,4.0,4.0,2.0,1.0,46.0,3.0,4.0,0.0,3.55820113047182
49,0.0,1.0,3.0,4.0,5.0,2.0,22.0,6.0,4.0,0.0,-2.3025850929940455
50,0.0,7.0,5.0,1.0,6.0,5.0,68.0,3.0,4.0,1.0,-2.3025850929940455
51,0.0,2.0,5.0,2.0,6.0,5.0,38.0,3.0,4.0,1.0,-2.3025850929940455
52,33.0,7.0,4.0,3.0,6.0,3.0,69.0,2.0,4.0,0.0,3.4995332823830174
53,270.0,2.0,5.0,4.0,3.0,0.0,67.0,3.0,4.0,0.0,5.59879226079857
54,45.0,7.0,2.0,4.0,6.0,0.0,88.0,4.0,4.0,0.0,3.8088822465086327
55,40.0,3.0,6.0,2.0,5.0,5.0,68.0,3.0,4.0,1.0,3.6913763343125234
56,6.0,1.0,5.0,2.0,4.0,2.0,76.0,3.0,4.0,1.0,1.8082887711792655
57,2.0,7.0,4.0,4.0,6.0,0.0,72.0,2.0,4.0,0.0,0.7419373447293773
58,0.0,0.0,6.0,2.0,6.0,6.0,37.0,6.0,4.0,1.0,-2.3025850929940455
59,35.0,3.0,4.0,2.0,6.0,0.0,69.0,3.0,4.0,0.0,3.55820113047182
60,83.0,0.0,2.0,4.0,6.0,0.0,33.0,6.0,4.0,0.0,4.420044701861403
61,3500.0,7.0,2.0,2.0,6.0,0.0,34.0,4.0,4.0,0.0,8.16054681849792
62,100.0,2.0,4.0,4.0,7.0,2.0,30.0,3.0,4.0,0.0,4.6061696863211745
63,350.0,2.0,3.0,3.0,6.0,1.0,19.0,3.0,4.0,0.0,5.85821882796062
64,100.0,3.0,4.0,6.0,2.0,0.0,44.0,3.0,4.0,0.0,4.6061696863211745
65,67.0,1.0,4.0,4.0,7.0,1.0,64.0,3.0,4.0,0.0,4.206184043977636
66,30.0,5.0,7.0,7.0,2.0,0.0,37.0,4.0,4.0,0.0,3.40452517175483
67,0.0,7.0,6.0,3.0,5.0,4.0,31.0,5.0,5.0,1.0,-2.3025850929940455
68,0.0,0.0,6.0,1.0,5.0,4.0,88.0,4.0,5.0,1.0,-2.3025850929940455
69,6.0,7.0,6.0,2.0,6.0,6.0,77.0,4.0,5.0,1.0,1.8082887711792655
70,350.0,1.0,4.0,5.0,6.0,5.0,30.0,6.0,5.0,0.0,5.85821882796062
71,400.0,1.0,2.0,3.0,7.0,1.0,32.0,4.0,5.0,0.0,5.9917145158631895
72,15.0,7.0,6.0,2.0,6.0,6.0,59.0,1.0,5.0,1.0,2.714694743820879
73,0.0,0.0,4.0,4.0,4.0,3.0,47.0,4.0,5.0,0.0,-2.3025850929940455
74,3.0,2.0,4.0,6.0,5.0,1.0,22.0,3.0,5.0,0.0,1.1314021114911006
75,22.0,5.0,4.0,2.0,6.0,2.0,55.0,3.0,5.0,0.0,3.095577608523707
76,64.0,2.0,2.0,1.0,3.0,0.0,24.0,2.0,5.0,0.0,4.160444363926624
77,32.0,5.0,3.0,7.0,4.0,1.0,65.0,1.0,5.0,0.0,3.4688560301359703
78,390.0,7.0,3.0,6.0,2.0,2.0,24.0,3.0,5.0,0.0,5.966403116512611
79,0.0,7.0,3.0,4.0,5.0,3.0,30.0,3.0,5.0,0.0,-2.3025850929940455
80,0.0,7.0,4.0,5.0,2.0,3.0,73.0,3.0,5.0,0.0,-2.3025850929940455
81,59.0,5.0,3.0,3.0,5.0,1.0,73.0,5.0,5.0,0.0,4.079230924412053
82,0.0,6.0,4.0,3.0,6.0,2.0,91.0,1.0,5.0,0.0,-2.3025850929940455
83,35.0,7.0,3.0,2.0,5.0,0.0,71.0,2.0,5.0,0.0,3.55820113047182
84,0.0,2.0,6.0,4.0,5.0,4.0,34.0,4.0,5.0,1.0,-2.3025850929940455
85,170.0,7.0,4.0,3.0,2.0,0.0,48.0,2.0,6.0,0.0,5.136386499401816
86,12.0,1.0,6.0,2.0,6.0,5.0,42.0,4.0,6.0,1.0,2.4932054526026954
87,40.0,4.0,6.0,5.0,4.0,0.0,72.0,2.0,6.0,0.0,3.6913763343125234
88,31.0,2.0,3.0,4.0,6.0,6.0,20.0,4.0,6.0,1.0,3.4372078191851885
89,31.0,7.0,2.0,2.0,7.0,0.0,22.0,4.0,6.0,0.0,3.4372078191851885
90,1600.0,1.0,3.0,3.0,6.0,1.0,24.0,6.0,6.0,0.0,7.377821406274829
91,1.0,1.0,4.0,2.0,7.0,2.0,39.0,6.0,6.0,0.0,0.09531017980432493
92,4.0,7.0,6.0,1.0,6.0,6.0,83.0,5.0,6.0,1.0,1.410986973710262
93,190.0,0.0,6.0,2.0,6.0,6.0,39.0,3.0,6.0,1.0,5.247550249494384
94,53.0,3.0,5.0,3.0,6.0,1.0,33.0,5.0,6.0,0.0,3.9721769282478934
95,31.0,7.0,4.0,3.0,6.0,1.0,53.0,3.0,6.0,1.0,3.4372078191851885
96,16.0,7.0,5.0,3.0,6.0,5.0,82.0,3.0,6.0,1.0,2.7788192719904172
97,33.0,5.0,4.0,3.0,5.0,6.0,82.0,3.0,6.0,1.0,3.4995332823830174
98,0.0,3.0,5.0,3.0,6.0,5.0,47.0,6.0,7.0,1.0,-2.3025850929940455
99,0.0,3.0,4.0,2.0,7.0,4.0,68.0,3.0,7.0,0.0,-2.3025850929940455
100,0.0,7.0,4.0,3.0,5.0,0.0,84.0,6.0,7.0,0.0,-2.3025850929940455
101,27.0,2.0,6.0,1.0,6.0,5.0,35.0,5.0,7.0,1.0,3.299533727885655
102,84.0,7.0,4.0,5.0,6.0,1.0,67.0,2.0,7.0,0.0,4.432006566978902
103,22.0,3.0,5.0,3.0,5.0,4.0,33.0,2.0,7.0,1.0,3.095577608523707
104,0.0,3.0,3.0,3.0,5.0,0.0,49.0,7.0,7.0,0.0,-2.3025850929940455
105,3500.0,0.0,4.0,3.0,7.0,0.0,91.0,1.0,7.0,0.0,8.16054681849792
106,390.0,7.0,4.0,5.0,3.0,1.0,43.0,3.0,7.0,0.0,5.966403116512611
107,0.0,7.0,4.0,3.0,2.0,6.0,65.0,4.0,7.0,0.0,-2.3025850929940455
108,16.0,7.0,5.0,6.0,3.0,0.0,69.0,3.0,7.0,0.0,2.7788192719904172
109,200.0,0.0,5.0,5.0,4.0,1.0,56.0,4.0,8.0,0.0,5.2988172415896875
110,640.0,0.0,2.0,3.0,5.0,0.0,24.0,6.0,8.0,0.0,6.461624414147958
111,0.0,7.0,4.0,4.0,5.0,0.0,77.0,3.0,8.0,0.0,-2.3025850929940455
112,45.0,7.0,6.0,3.0,7.0,0.0,74.0,3.0,8.0,0.0,3.8088822465086327
113,12.0,0.0,7.0,3.0,6.0,6.0,25.0,6.0,8.0,1.0,2.4932054526026954
114,20.0,7.0,6.0,2.0,5.0,4.0,85.0,1.0,8.0,1.0,3.0007198150650303
115,7300.0,5.0,7.0,7.0,6.0,3.0,21.0,2.0,8.0,0.0,8.895643325672793
116,64.0,7.0,6.0,3.0,1.0,0.0,24.0,4.0,8.0,0.0,4.160444363926624
117,13.0,7.0,5.0,4.0,7.0,4.0,73.0,4.0,8.0,0.0,2.5726122302071057
118,190.0,0.0,4.0,5.0,3.0,2.0,37.0,3.0,8.0,0.0,5.247550249494384
119,9.0,4.0,4.0,5.0,1.0,2.0,35.0,4.0,8.0,0.0,2.2082744135228043
120,0.0,7.0,4.0,4.0,7.0,0.0,47.0,3.0,8.0,0.0,-2.3025850929940455
121,170.0,2.0,4.0,2.0,6.0,6.0,21.0,3.0,8.0,1.0,5.136386499401816
122,640.0,7.0,3.0,6.0,4.0,0.0,55.0,5.0,8.0,0.0,6.461624414147958
123,9.0,4.0,6.0,3.0,6.0,6.0,30.0,6.0,8.0,1.0,2.2082744135228043
124,0.0,4.0,5.0,3.0,6.0,4.0,76.0,7.0,8.0,1.0,-2.3025850929940455
125,7300.0,5.0,3.0,4.0,3.0,3.0,36.0,4.0,8.0,0.0,8.895643325672793
126,2800.0,0.0,1.0,1.0,7.0,0.0,38.0,3.0,9.0,0.0,7.937410409811269
127,0.0,7.0,2.0,3.0,5.0,0.0,67.0,3.0,9.0,0.0,-2.3025850929940455
128,30.0,7.0,7.0,3.0,7.0,6.0,70.0,2.0,9.0,1.0,3.40452517175483
129,44.0,7.0,5.0,3.0,7.0,2.0,78.0,4.0,9.0,0.0,3.7864597824528
130,7300.0,1.0,2.0,2.0,7.0,3.0,27.0,6.0,9.0,0.0,8.895643325672793
131,330.0,4.0,3.0,5.0,6.0,1.0,51.0,4.0,9.0,0.0,5.799395638859147
132,3.0,0.0,6.0,7.0,3.0,5.0,33.0,4.0,9.0,0.0,1.1314021114911006
133,51.0,2.0,6.0,1.0,5.0,6.0,80.0,6.0,9.0,1.0,3.933784497209659
134,29.0,5.0,4.0,1.0,6.0,1.0,79.0,1.0,9.0,0.0,3.370738174177447
135,630.0,2.0,6.0,4.0,5.0,4.0,66.0,1.0,9.0,1.0,6.44587853694801
136,170.0,0.0,4.0,1.0,6.0,0.0,32.0,3.0,10.0,0.0,5.136386499401816
137,33.0,7.0,4.0,5.0,7.0,0.0,70.0,2.0,10.0,0.0,3.4995332823830174
138,0.0,3.0,2.0,3.0,6.0,3.0,42.0,3.0,10.0,0.0,-2.3025850929940455
139,9.0,5.0,5.0,4.0,5.0,5.0,73.0,4.0,10.0,1.0,2.2082744135228043
140,22.0,4.0,4.0,4.0,6.0,0.0,87.0,2.0,10.0,0.0,3.095577608523707
141,100.0,0.0,7.0,5.0,1.0,1.0,30.0,5.0,10.0,0.0,4.6061696863211745
142,2.0,2.0,4.0,4.0,5.0,3.0,52.0,3.0,10.0,0.0,0.7419373447293773
143,0.0,6.0,5.0,3.0,6.0,1.0,62.0,4.0,10.0,0.0,-2.3025850929940455
144,50.0,7.0,6.0,3.0,4.0,0.0,67.0,3.0,10.0,0.0,3.914021008090819
145,15.0,4.0,6.0,3.0,4.0,4.0,37.0,6.0,10.0,0.0,2.714694743820879
146,3.0,4.0,3.0,5.0,7.0,0.0,37.0,4.0,10.0,0.0,1.1314021114911006
147,720.0,5.0,1.0,5.0,6.0,1.0,64.0,6.0,10.0,0.0,6.5793900912548215
148,640.0,7.0,1.0,1.0,5.0,0.0,34.0,3.0,10.0,0.0,6.461624414147958
149,5.0,7.0,4.0,4.0,7.0,0.0,70.0,3.0,10.0,0.0,1.62924053973028
150,24.0,2.0,6.0,2.0,6.0,6.0,31.0,5.0,10.0,1.0,3.1822118404966093
151,22.0,7.0,2.0,2.0,6.0,0.0,29.0,6.0,11.0,0.0,3.095577608523707
152,55.0,7.0,4.0,5.0,4.0,1.0,71.0,2.0,11.0,0.0,4.009149716158869
153,0.0,2.0,4.0,4.0,4.0,0.0,67.0,1.0,11.0,0.0,-2.3025850929940455
154,1600.0,5.0,4.0,4.0,6.0,0.0,41.0,7.0,11.0,0.0,7.377821406274829
155,170.0,6.0,1.0,2.0,6.0,0.0,49.0,6.0,11.0,0.0,5.136386499401816
156,1000.0,7.0,4.0,4.0,5.0,0.0,42.0,5.0,11.0,0.0,6.90785527398247
157,63.0,0.0,6.0,3.0,2.0,0.0,78.0,2.0,11.0,0.0,4.144720769547168
158,110.0,0.0,4.0,1.0,6.0,1.0,24.0,3.0,11.0,0.0,4.701389043728634
159,16.0,7.0,4.0,6.0,6.0,1.0,29.0,3.0,11.0,0.0,2.7788192719904172
160,100.0,3.0,4.0,2.0,6.0,5.0,39.0,5.0,11.0,1.0,4.6061696863211745
161,7300.0,3.0,5.0,3.0,6.0,1.0,19.0,4.0,11.0,0.0,8.895643325672793
162,22.0,2.0,4.0,2.0,7.0,1.0,32.0,5.0,11.0,0.0,3.095577608523707
163,71.0,3.0,4.0,2.0,6.0,5.0,69.0,3.0,11.0,1.0,4.264087336809195
164,900.0,4.0,5.0,2.0,5.0,5.0,83.0,3.0,11.0,1.0,6.802505868263039
165,35.0,7.0,4.0,1.0,5.0,4.0,76.0,2.0,11.0,1.0,3.55820113047182
166,2.0,7.0,7.0,1.0,2.0,0.0,62.0,2.0,11.0,0.0,0.7419373447293773
167,83.0,2.0,3.0,3.0,6.0,0.0,47.0,7.0,11.0,0.0,4.420044701861403
168,370.0,5.0,6.0,7.0,4.0,0.0,35.0,3.0,11.0,0.0,5.9137732393921105
169,12.0,0.0,4.0,5.0,3.0,4.0,23.0,3.0,11.0,0.0,2.4932054526026954
170,370.0,7.0,4.0,4.0,1.0,1.0,79.0,4.0,11.0,0.0,5.9137732393921105
171,100.0,7.0,6.0,2.0,6.0,5.0,64.0,5.0,11.0,1.0,4.6061696863211745
172,470.0,7.0,6.0,2.0,4.0,5.0,70.0,4.0,11.0,1.0,6.152945438030085
173,22.0,7.0,6.0,1.0,6.0,6.0,87.0,5.0,11.0,1.0,3.095577608523707
174,2800.0,0.0,3.0,6.0,1.0,0.0,28.0,2.0,12.0,0.0,7.937410409811269
175,47.0,5.0,3.0,5.0,7.0,1.0,58.0,3.0,12.0,0.0,3.8522730010223722
176,900.0,5.0,4.0,4.0,6.0,1.0,85.0,2.0,12.0,0.0,6.802505868263039
177,330.0,7.0,3.0,6.0,4.0,0.0,62.0,3.0,12.0,0.0,5.799395638859147
178,84.0,0.0,3.0,2.0,7.0,1.0,26.0,6.0,12.0,0.0,4.432006566978902
179,0.0,0.0,6.0,2.0,5.0,5.0,28.0,3.0,12.0,1.0,-2.3025850929940455
180,33.0,3.0,6.0,1.0,7.0,6.0,88.0,2.0,12.0,1.0,3.4995332823830174
181,53.0,7.0,2.0,3.0,6.0,0.0,57.0,6.0,12.0,0.0,3.9721769282478934
182,8.0,7.0,2.0,2.0,6.0,0.0,78.0,3.0,12.0,0.0,2.0918640616783932
183,2.0,7.0,4.0,4.0,2.0,0.0,56.0,3.0,12.0,0.0,0.7419373447293773
184,0.0,0.0,4.0,6.0,3.0,3.0,46.0,5.0,12.0,0.0,-2.3025850929940455
185,0.0,2.0,4.0,4.0,3.0,5.0,20.0,3.0,12.0,1.0,-2.3025850929940455
186,0.0,0.0,5.0,6.0,4.0,1.0,24.0,4.0,12.0,0.0,-2.3025850929940455
187,0.0,7.0,5.0,2.0,6.0,2.0,72.0,4.0,12.0,0.0,-2.3025850929940455
188,15.0,7.0,2.0,4.0,7.0,1.0,51.0,4.0,12.0,0.0,2.714694743820879
189,900.0,0.0,6.0,2.0,5.0,6.0,34.0,6.0,12.0,1.0,6.802505868263039
190,30.0,2.0,4.0,2.0,6.0,1.0,21.0,4.0,12.0,0.0,3.40452517175483
191,0.0,7.0,4.0,4.0,6.0,2.0,74.0,7.0,12.0,0.0,-2.3025850929940455
192,170.0,3.0,4.0,4.0,6.0,1.0,48.0,1.0,12.0,0.0,5.136386499401816
193,900.0,2.0,3.0,3.0,7.0,5.0,28.0,3.0,12.0,0.0,6.802505868263039
194,0.0,6.0,7.0,1.0,7.0,5.0,38.0,2.0,12.0,1.0,-2.3025850929940455
195,1600.0,7.0,4.0,6.0,1.0,0.0,70.0,3.0,12.0,0.0,7.377821406274829
196,0.0,7.0,4.0,5.0,4.0,0.0,72.0,2.0,12.0,0.0,-2.3025850929940455
197,2800.0,0.0,4.0,5.0,6.0,0.0,41.0,3.0,12.0,0.0,7.937410409811269
198,110.0,5.0,3.0,4.0,5.0,1.0,50.0,7.0,12.0,0.0,4.701389043728634
199,1.0,7.0,6.0,2.0,5.0,5.0,73.0,3.0,12.0,1.0,0.09531017980432493
200,3.0,5.0,5.0,2.0,4.0,0.0,79.0,6.0,12.0,0.0,1.1314021114911006
201,0.0,4.0,5.0,1.0,4.0,5.0,76.0,2.0,12.0,1.0,-2.3025850929940455
202,22.0,0.0,5.0,3.0,5.0,5.0,62.0,5.0,12.0,1.0,3.095577608523707
203,63.0,3.0,6.0,2.0,6.0,6.0,30.0,6.0,12.0,1.0,4.144720769547168
204,290.0,0.0,6.0,3.0,6.0,5.0,35.0,4.0,12.0,1.0,5.670225691127358
205,2.0,7.0,1.0,2.0,7.0,1.0,66.0,4.0,12.0,0.0,0.7419373447293773
206,40.0,0.0,2.0,4.0,6.0,0.0,35.0,4.0,12.0,0.0,3.6913763343125234
207,67.0,0.0,6.0,1.0,5.0,6.0,57.0,6.0,12.0,1.0,4.206184043977636
208,0.0,5.0,4.0,5.0,4.0,5.0,37.0,5.0,12.0,1.0,-2.3025850929940455
209,470.0,7.0,5.0,5.0,2.0,1.0,61.0,3.0,13.0,0.0,6.152945438030085
210,0.0,7.0,6.0,2.0,6.0,6.0,56.0,3.0,13.0,1.0,-2.3025850929940455
211,4.0,6.0,3.0,4.0,5.0,1.0,53.0,3.0,13.0,0.0,1.410986973710262
212,20.0,0.0,4.0,5.0,3.0,2.0,24.0,6.0,13.0,1.0,3.0007198150650303
213,2800.0,7.0,4.0,1.0,6.0,5.0,74.0,3.0,13.0,1.0,7.937410409811269
214,0.0,0.0,4.0,4.0,3.0,1.0,36.0,3.0,13.0,0.0,-2.3025850929940455
215,1.0,0.0,6.0,2.0,4.0,5.0,30.0,5.0,13.0,1.0,0.09531017980432493
216,640.0,0.0,4.0,7.0,4.0,1.0,55.0,2.0,13.0,0.0,6.461624414147958
217,170.0,3.0,3.0,2.0,7.0,2.0,35.0,6.0,13.0,0.0,5.136386499401816
218,270.0,2.0,3.0,4.0,6.0,0.0,26.0,4.0,13.0,0.0,5.59879226079857
219,390.0,0.0,3.0,4.0,6.0,2.0,25.0,4.0,13.0,0.0,5.966403116512611
220,16.0,2.0,6.0,7.0,4.0,3.0,27.0,3.0,13.0,0.0,2.7788192719904172
221,11.0,7.0,4.0,1.0,6.0,5.0,66.0,3.0,13.0,1.0,2.4069451083182885
222,0.0,1.0,5.0,2.0,6.0,2.0,39.0,2.0,13.0,0.0,-2.3025850929940455
223,270.0,7.0,1.0,1.0,2.0,2.0,58.0,5.0,13.0,0.0,5.59879226079857
224,170.0,2.0,4.0,4.0,4.0,0.0,53.0,3.0,13.0,1.0,5.136386499401816
225,900.0,7.0,6.0,7.0,4.0,0.0,76.0,3.0,13.0,0.0,6.802505868263039
226,270.0,7.0,5.0,2.0,7.0,1.0,51.0,3.0,13.0,0.0,5.59879226079857
227,0.0,7.0,4.0,2.0,7.0,0.0,70.0,2.0,13.0,0.0,-2.3025850929940455
228,350.0,3.0,6.0,3.0,6.0,6.0,68.0,4.0,13.0,1.0,5.85821882796062
229,0.0,0.0,5.0,4.0,5.0,2.0,32.0,3.0,13.0,1.0,-2.3025850929940455
230,6.0,0.0,5.0,4.0,5.0,5.0,55.0,3.0,13.0,0.0,1.8082887711792655
231,290.0,7.0,2.0,2.0,6.0,0.0,52.0,4.0,13.0,0.0,5.670225691127358
232,630.0,7.0,6.0,4.0,6.0,4.0,73.0,2.0,13.0,1.0,6.44587853694801
233,900.0,0.0,5.0,4.0,7.0,0.0,42.0,2.0,13.0,0.0,6.802505868263039
234,31.0,2.0,4.0,4.0,3.0,4.0,23.0,5.0,13.0,1.0,3.4372078191851885
235,1600.0,5.0,2.0,3.0,6.0,0.0,30.0,7.0,14.0,0.0,7.377821406274829
236,71.0,7.0,2.0,2.0,7.0,0.0,68.0,4.0,14.0,0.0,4.264087336809195
